Time,PosX,PosY,PosZ,Pitch,Yaw,Roll,PitchCam,YawCam,RollCam
1783008617.852678,0.0,0.0,10.0,-0.6545200943946838,51.719120025634766,0.038559962064027786,9.798673629760742,-176.451416015625,0.06902524083852768
1783008617.858429,0.0,0.0,10.0,-0.6545200943946838,51.719120025634766,0.038559962064027786,9.798673629760742,-176.451416015625,0.06902524083852768
1783008617.882201,0.0,0.0,10.0,-0.6545200943946838,51.719120025634766,0.038559962064027786,9.798673629760742,-176.451416015625,0.06902524083852768
1783008617.88778,0.0,0.0,10.0,-0.6547400951385498,51.720340728759766,0.039298199117183685,9.798283576965332,-176.473388671875,0.06709393858909607
1783008617.893762,0.0,0.0,10.0,-0.6547400951385498,51.720340728759766,0.039298199117183685,9.798283576965332,-176.473388671875,0.06709393858909607
1783008617.900465,0.0,0.0,10.0,-0.6547400951385498,51.720340728759766,0.039298199117183685,9.798283576965332,-176.473388671875,0.06709393858909607
1783008617.906416,0.0,0.0,10.0,-0.6547400951385498,51.720340728759766,0.039298199117183685,9.798283576965332,-176.473388671875,0.06709393858909607
1783008617.915934,0.0,0.0,10.0,-0.6547400951385498,51.720340728759766,0.039298199117183685,9.798283576965332,-176.473388671875,0.06709393858909607
1783008617.921384,0.0,0.0,10.0,-0.6547400951385498,51.720340728759766,0.039298199117183685,9.798283576965332,-176.473388671875,0.06709393858909607
1783008617.926912,0.0,0.0,10.0,-0.6549716591835022,51.72124099731445,0.039733678102493286,9.798283576965332,-176.473388671875,0.06709393858909607
1783008617.932278,0.0,0.0,10.0,-0.6549716591835022,51.72124099731445,0.039733678102493286,9.798283576965332,-176.473388671875,0.06709393858909607
1783008617.938532,0.0,0.0,10.0,-0.6549716591835022,51.72124099731445,0.039733678102493286,9.798283576965332,-176.473388671875,0.06709393858909607
1783008617.944872,0.0,0.0,10.0,-0.6549716591835022,51.72124099731445,0.039733678102493286,9.798283576965332,-176.473388671875,0.06709393858909607
1783008617.950994,0.0,0.0,10.0,-0.6549716591835022,51.72124099731445,0.039733678102493286,9.798283576965332,-176.473388671875,0.06709393858909607
1783008617.956488,0.0,0.0,10.0,-0.6549716591835022,51.72124099731445,0.039733678102493286,9.798283576965332,-176.473388671875,0.06709393858909607
1783008617.968881,0.0,0.0,10.0,-0.6549716591835022,51.72124099731445,0.039733678102493286,9.798283576965332,-176.473388671875,0.06709393858909607
1783008617.974797,0.0,0.0,10.0,-0.653900682926178,51.72223663330078,0.03956413269042969,9.799479484558105,-176.473388671875,0.07057815045118332
1783008617.980278,0.0,0.0,10.0,-0.653900682926178,51.72223663330078,0.03956413269042969,9.799479484558105,-176.473388671875,0.07057815045118332
1783008617.986258,0.0,0.0,10.0,-0.653900682926178,51.72223663330078,0.03956413269042969,9.799479484558105,-176.473388671875,0.07057815045118332
1783008617.992009,0.0,0.0,10.0,-0.653900682926178,51.72223663330078,0.03956413269042969,9.799479484558105,-176.473388671875,0.07057815045118332
1783008617.997662,0.0,0.0,10.0,-0.653900682926178,51.72223663330078,0.03956413269042969,9.799479484558105,-176.473388671875,0.07057815045118332
1783008618.004318,0.0,0.0,10.0,-0.653900682926178,51.72223663330078,0.03956413269042969,9.799479484558105,-176.473388671875,0.07057815045118332
1783008618.017448,0.0,0.0,10.0,-0.653900682926178,51.72223663330078,0.03956413269042969,9.799479484558105,-176.473388671875,0.07057815045118332
1783008618.023685,0.0,0.0,10.0,-0.6550278663635254,51.72215270996094,0.03889313340187073,9.799479484558105,-176.473388671875,0.07057815045118332
1783008618.028934,0.0,0.0,10.0,-0.6550278663635254,51.72215270996094,0.03889313340187073,9.799479484558105,-176.473388671875,0.07057815045118332
