Time,PosX,PosY,PosZ,Pitch,Yaw,Roll,PitchCam,YawCam,RollCam
1783002778.234078,0.0,0.0,10.0,-0.6910048127174377,52.362545013427734,0.05964892730116844,9.795762062072754,-176.539306640625,0.08156903833150864
1783002778.24144,0.0,0.0,10.0,-0.6910048127174377,52.362545013427734,0.05964892730116844,9.795762062072754,-176.539306640625,0.08156903833150864
1783002778.248295,0.0,0.0,10.0,-0.6910048127174377,52.362545013427734,0.05964892730116844,9.795762062072754,-176.539306640625,0.08156903833150864
1783002778.272274,0.0,0.0,10.0,-0.6910048127174377,52.362545013427734,0.05964892730116844,9.795762062072754,-176.539306640625,0.08156903833150864
1783002778.280337,0.0,0.0,10.0,-0.6874814033508301,52.36259078979492,0.06099911406636238,9.796852111816406,-176.561279296875,0.07997822016477585
1783002778.286686,0.0,0.0,10.0,-0.6874814033508301,52.36259078979492,0.06099911406636238,9.796852111816406,-176.561279296875,0.07997822016477585
1783002778.292672,0.0,0.0,10.0,-0.6874814033508301,52.36259078979492,0.06099911406636238,9.796852111816406,-176.561279296875,0.07997822016477585
1783002778.304929,0.0,0.0,10.0,-0.6874814033508301,52.36259078979492,0.06099911406636238,9.796852111816406,-176.561279296875,0.07997822016477585
1783002778.310473,0.0,0.0,10.0,-0.6874814033508301,52.36259078979492,0.06099911406636238,9.796852111816406,-176.561279296875,0.07997822016477585
1783002778.316902,0.0,0.0,10.0,-0.6874814033508301,52.36259078979492,0.06099911406636238,9.796852111816406,-176.561279296875,0.07997822016477585
1783002778.3234,0.0,0.0,10.0,-0.6874814033508301,52.36259078979492,0.06099911406636238,9.796852111816406,-176.561279296875,0.07997822016477585
1783002778.329935,0.0,0.0,10.0,-0.6884654760360718,52.36298370361328,0.06075616180896759,9.796852111816406,-176.561279296875,0.07997822016477585
1783002778.336985,0.0,0.0,10.0,-0.6884654760360718,52.36298370361328,0.06075616180896759,9.796852111816406,-176.561279296875,0.07997822016477585
1783002778.343205,0.0,0.0,10.0,-0.6884654760360718,52.36298370361328,0.06075616180896759,9.796852111816406,-176.561279296875,0.07997822016477585
1783002778.353053,0.0,0.0,10.0,-0.6884654760360718,52.36298370361328,0.06075616180896759,9.796852111816406,-176.561279296875,0.07997822016477585
1783002778.359799,0.0,0.0,10.0,-0.6884654760360718,52.36298370361328,0.06075616180896759,9.796852111816406,-176.561279296875,0.07997822016477585
1783002778.365248,0.0,0.0,10.0,-0.6884654760360718,52.36298370361328,0.06075616180896759,9.796852111816406,-176.561279296875,0.07997822016477585
1783002778.37154,0.0,0.0,10.0,-0.6884654760360718,52.36298370361328,0.06075616180896759,9.796852111816406,-176.561279296875,0.07997822016477585
1783002778.37742,0.0,0.0,10.0,-0.6884654760360718,52.36298370361328,0.06075616180896759,9.796852111816406,-176.561279296875,0.07997822016477585
1783002778.382903,0.0,0.0,10.0,-0.6923686265945435,52.36220169067383,0.05891034007072449,9.790690422058105,-176.517333984375,0.08359412848949432
1783002778.388855,0.0,0.0,10.0,-0.6923686265945435,52.36220169067383,0.05891034007072449,9.790690422058105,-176.517333984375,0.08359412848949432
1783002778.395005,0.0,0.0,10.0,-0.6923686265945435,52.36220169067383,0.05891034007072449,9.790690422058105,-176.517333984375,0.08359412848949432
1783002778.404995,0.0,0.0,10.0,-0.6923686265945435,52.36220169067383,0.05891034007072449,9.790690422058105,-176.517333984375,0.08359412848949432
1783002778.41102,0.0,0.0,10.0,-0.6923686265945435,52.36220169067383,0.05891034007072449,9.790690422058105,-176.517333984375,0.08359412848949432
1783002778.416496,0.0,0.0,10.0,-0.6923686265945435,52.36220169067383,0.05891034007072449,9.790690422058105,-176.517333984375,0.08359412848949432
1783002778.422297,0.0,0.0,10.0,-0.6923686265945435,52.36220169067383,0.05891034007072449,9.790690422058105,-176.517333984375,0.08359412848949432
1783002778.427933,0.0,0.0,10.0,-0.6922008991241455,52.36220169067383,0.05797414854168892,9.790690422058105,-176.517333984375,0.08359412848949432
1783002778.433954,0.0,0.0,10.0,-0.6922008991241455,52.36220169067383,0.05797414854168892,9.790690422058105,-176.517333984375,0.08359412848949432
1783002778.439529,0.0,0.0,10.0,-0.6922008991241455,52.36220169067383,0.05797414854168892,9.790690422058105,-176.517333984375,0.08359412848949432
1783002778.4457,0.0,0.0,10.0,-0.6922008991241455,52.36220169067383,0.05797414854168892,9.790690422058105,-176.517333984375,0.08359412848949432
1783002778.460821,0.0,0.0,10.0,-0.6922008991241455,52.36220169067383,0.05797414854168892,9.790690422058105,-176.517333984375,0.08359412848949432
1783002778.466321,0.0,0.0,10.0,-0.6922008991241455,52.36220169067383,0.05797414854168892,9.790690422058105,-176.517333984375,0.08359412848949432
1783002778.471734,0.0,0.0,10.0,-0.6922008991241455,52.36220169067383,0.05797414854168892,9.790690422058105,-176.517333984375,0.08359412848949432
1783002778.478497,0.0,0.0,10.0,-0.6878541707992554,52.3615608215332,0.05802321434020996,9.790690422058105,-176.517333984375,0.08359412848949432
1783002778.484901,0.0,0.0,10.0,-0.6878541707992554,52.3615608215332,0.05802321434020996,9.798480987548828,-176.561279296875,0.08140303939580917
1783002778.490537,0.0,0.0,10.0,-0.6878541707992554,52.3615608215332,0.05802321434020996,9.798480987548828,-176.561279296875,0.08140303939580917
1783002778.496977,0.0,0.0,10.0,-0.6878541707992554,52.3615608215332,0.05802321434020996,9.798480987548828,-176.561279296875,0.08140303939580917
1783002778.50647,0.0,0.0,10.0,-0.6878541707992554,52.3615608215332,0.05802321434020996,9.798480987548828,-176.561279296875,0.08140303939580917
1783002778.512273,0.0,0.0,10.0,-0.6878541707992554,52.3615608215332,0.05802321434020996,9.798480987548828,-176.561279296875,0.08140303939580917
1783002778.518677,0.0,0.0,10.0,-0.6878541707992554,52.3615608215332,0.05802321434020996,9.798480987548828,-176.561279296875,0.08140303939580917
1783002778.524244,0.0,0.0,10.0,-0.6878541707992554,52.3615608215332,0.05802321434020996,9.798480987548828,-176.561279296875,0.08140303939580917
1783002778.529843,0.0,0.0,10.0,-0.689194917678833,52.36021423339844,0.05866251140832901,9.798480987548828,-176.561279296875,0.08140303939580917
